word,age_of_acquisition,frequency_per_million
belt,4.62,24.3529
grandfather,4.39,24.3333
penny,4.67,24.2941
bride,5.1,24.2157
mirror,4.89,24.1765
dozen,6.89,24.1373
direction,6.68,24.0784
odd,6,24.0392
theater,6.94,24.0392
march,6.85048,24.0196
tail,3.7,23.902
pa,4.60185,23.8824
vision,6.58,23.8824
dust,5.06,23.8431
trap,6.44,23.8431
wide,5.84,23.8039
sharp,6.11,23.7843
deck,6.45,23.7647
stairs,4.22,23.7647
guts,6.95705,23.7451
newspaper,5.78,23.6863
apple,4.15,23.6667
fishing,4.72,23.6078
edge,6.17,23.5098
couch,3.74,23.4706
screen,5.84,23.3922
appear,6.67,23.3725
golden,6.94,23.2745
frightened,5.65,23.2549
popular,6.61,23.0784
silent,4.42,23
violence,6.39,23
mystery,6.89,22.9608
library,4.95,22.9412
toward,6.275,22.9216
photo,5.16,22.8431
tower,6.33,22.8431
friendship,5.62,22.8235
maid,6.95,22.8235
wallet,5.89,22.8039
package,6.61,22.7843
flower,3.11,22.7647
rope,5.44,22.7059
steady,6.7,22.7059
turkey,3.95,22.6078
vehicle,6.58,22.6078
jungle,5.26,22.5686
nasty,6,22.5686
pot,5.95,22.5294
trash,4.47,22.4706
ambulance,6.16,22.4118
nightmare,5.94,22.3922
prize,5.11339,22.3922
snake,5.1,22.3529
orange,3.26,22.3137
disappointed,6.95,22.0392
downtown,6.4242,21.9216
sandwich,4.79,21.9216
boom,5.56,21.8039
fruit,3.63,21.7255
separate,6.63,21.7059
underwear,3.94,21.6667
fox,5.01748,21.6078
castle,5.8,21.549
delicious,6.5,21.5294
circle,3.67,21.5098
value,6.78,21.5098
chuck,6.72,21.4902
bowl,4.26,21.451
zero,5.30522,21.451
basketball,5.3,21.3922
holiday,5.19,21.2941
ill,5.60361,21.2745
remove,5.67,21.2549
wave,4.26,21.2549
chain,5.22,21.2157
shadow,5,21.1765
gray,5.74,21.1176
skip,4.68,21.098
horn,4.84,21.0784
basement,6.74,21.0588
disappear,5.37,20.9608
bug,3.79,20.9412
rabbit,3.94,20.9412
century,7,20.8431
bury,6.28,20.6667
diamond,6.47,20.6471
shine,5.79,20.6471
bat,4.85,20.6275
chip,5.89,20.6078
sentence,5.84,20.5294
butter,5.78,20.4314
sand,4.63,20.2941
bow,4.95,20.2745
cage,5.06,20.2745
wolf,4.5,20.2745
wing,4.79,20.2353
bored,6.25,20.1765
pet,4.05,20.1765
thin,6.47,20.1765
rip,6.11,20.1569
homework,5.89,20.1373
collect,5.61,20
bang,5.74,19.9804
swimming,4.58,19.9804
fever,5.84,19.9412
sport,5.74,19.902
shore,6.92508,19.8627
soda,4.42,19.8431
mask,4.8,19.8039
teaching,5.25193,19.8039
purse,5.53,19.7647
argue,4.61,19.7451
climb,5.3,19.7451
beef,6.58,19.7059
cabin,6.39,19.6471
education,6.7,19.5294
salt,5.05,19.5098
solve,6.58,19.4902
metal,5.61,19.451
anger,6,19.4314
trace,6.84,19.3922
supper,6.32,19.3725
spit,5.06,19.3529
hug,2.58,19.3333
dragon,5.58,19.2941
fifth,5.3585,19.1961
palace,6.89,19.1961
trail,5.61,19.1961
boots,4.86,19.1569
hop,4.84,19.1569
mouse,4.94,19.1176
laundry,6.05,19.0588
treasure,6.06,19.0588
cowboy,4.55,18.9804
motion,6.78,18.9608
mall,6.78,18.902
forest,6.28,18.8824
scratch,5.61,18.8431
fifty,5.55033,18.8235
twelve,4.48463,18.8235
plastic,5.11,18.7647
cap,5.53,18.7451
interrupt,6.94,18.7255
arrive,6.26,18.6863
cheer,5,18.6863
ignore,6.74,18.6471
nail,5.42,18.6471
thanksgiving,4.74,18.6078
coke,4.74,18.5882
title,6.32,18.5686
bunny,4.5,18.549
tiger,4,18.5294
yell,3.83,18.4118
shy,5.32,18.3725
hunter,6.53077,18.3529
bible,4.95,18.3333
seek,6.94,18.3137
pat,5.07076,18.2941
smooth,5.61,18.2745
role,6.65,18.2157
gym,6,18.1765
heck,7,18.1373
pee,3.89,18.1373
noon,5.89,18.1176
reward,6.89,18.0196
assignment,7,17.8824
tunnel,5.89,17.8824
highway,6.5,17.8627
slide,4.79,17.8235
wrap,7,17.8039
wagon,5.22,17.7647
exercise,6.17,17.7255
jean,6.11515,17.7255
cheat,5.11,17.6667
kit,6.55,17.6471
clue,6.06,17.6078
fifteen,6.10449,17.549
darkness,4.83,17.4902
flag,5.33,17.4902
tent,5.16,17.4902
rotten,6.95,17.4706
snap,6.05,17.3922
imagination,6.28,17.3529
actual,6.94,17.3333
border,6.85,17.1765
thirty,5.94464,17.1765
electric,6.36,17.1373
circus,4.53,17.0588
turtle,4.17,17.0392
salad,5.61,17.0196
starving,6.32,16.9608
neighbor,5.06,16.9412
sink,4.47,16.9216
avenue,7,16.8824
sneak,5.83,16.8824
wipe,4.83,16.8824
toy,3,16.8431
youth,6.89,16.8235
factory,6.89,16.8039
grass,3.94,16.7843
goal,6.89,16.7451
cookie,3.37,16.7059
fairy,5.17,16.6863
nephew,6.37,16.5882
gentle,4.89,16.549
unhappy,4.89,16.5294
shout,4.72,16.451
tube,5.5,16.4314
math,5.56,16.3922
pin,4.53,16.3725
mix,5.11,16.3529
sucker,6.11,16.3529
dancer,6,16.2941
commercial,6.17,16.2549
behave,4.28,16.2353
chill,6.4,16.2353
steak,6.63,16.2353
worrying,6.52,16.2157
quarters,6.31763,16.1569
fence,6.28,16.0588
landing,6.72,16.0392
powder,5.06,16.0392
actress,6.17,16.0196
drawing,4.82565,16.0196
sin,6.74,15.9412
ending,5.25,15.9216
selfish,5.26,15.902
dough,6.63,15.8824
fed,5.67821,15.8824
clown,3.72,15.8235
helicopter,5.26,15.8039
prayer,5.25,15.7843
apology,5.56,15.7647
dressing,5.67821,15.7647
hers,4.38871,15.7255
entrance,6.84,15.6863
singer,5.06,15.6863
gather,6.5,15.6667
pearl,6.275,15.6667
deputy,6.45,15.6471
daily,6,15.6275
nut,5.21,15.6275
guitar,5.32,15.5882
sauce,5.37,15.5882
belly,4.05,15.5686
exit,6.68,15.5686
net,7,15.549
pitch,6.42,15.5294
rub,6,15.451
whistle,5.42,15.451
fort,6.47749,15.4314
kingdom,6.05,15.4314
hip,6.17,15.4118
hood,5.5,15.3922
junk,6.62,15.3725
lion,4.42,15.3529
frozen,5.60361,15.3333
gross,5.21,15.2745
badge,6.11,15.2549
opposite,5.06,15.1961
soap,3.17,15.1961
painful,6.44,15.1569
pour,5,15.1176
furniture,5.89,15.0784
rice,3.72,15.0784
squeeze,5.42,15.0784
bend,5.56,15.0588
sore,5.84,15
shark,5.47,14.9804
invitation,6.38,14.8824
aim,6.72,14.8627
movement,6.58,14.8431
mud,4.05,14.8235
seal,5.42,14.7451
tap,5.84,14.7451
skull,6.33,14.7059
knee,4.42,14.6863
recording,7,14.6667
stretch,5.47,14.6667
spin,5,14.6275
deaf,6.83,14.5294
pattern,6.89,14.4706
adult,4.68,14.2941
flip,5.11,14.2745
corn,4.61,14.2157
gal,6.21,14.2157
cotton,6,14.1765
brush,3.78,14.1569
self,5,14.1569
towel,3.22,14.1569
costume,4.17,14.1373
jet,5.39,14.1373
lightning,4.76,14.1373
bush,4.9,14.1176
headache,6.71,14.098
dessert,5.61,14.0196
cave,6.74,13.9804
skinny,5.16,13.9804
thick,5.61,13.9804
polite,4.63,13.9412
blonde,6.06,13.9216
pound,6.79,13.8824
tag,5,13.8824
blessed,6.11,13.8039
laughter,5.39,13.8039
sweater,5.22,13.8039
shave,5.89,13.7647
temperature,6.17,13.7647
principal,5.58,13.7451
sail,6.47,13.7451
baker,6.04055,13.6863
poem,6.89,13.6471
zoo,3.75,13.6471
chop,6.74,13.6078
barn,4.5,13.5882
cherry,5.58,13.5882
tooth,3.61,13.5686
jam,6.56,13.5294
daisy,5.55033,13.5098
lap,3.15,13.4706
steam,6.26,13.451
adventure,5.67,13.4314
punishment,5.47,13.4314
sheep,4.25,13.4314
gum,4.89,13.3922
equal,6.47,13.3725
freezing,6.05,13.3333
thunder,4.89,13.3137
western,6.67,13.3137
palm,6,13.2353
cattle,6.53,13.2157
pit,6.14,13.2157
shell,5.22,13.2157
shove,6.7,13.2157
stink,4.3,13.1961
basket,5.67,13.1765
pile,5.79,13.1765
whip,7,13.1569
parent,4.22,13.1373
useful,6.39,13.1176
backwards,5.97661,13.0784
goose,5.15,13.0392
limit,6.3,13.0196
blade,6.72,13
drawer,5.37,13
blanket,3.61,12.9804
eleven,5.78478,12.9804
sack,5.83,12.9216
clerk,6.74,12.902
activity,6.47,12.8824
lamp,4,12.8824
parade,6.53,12.8824
scout,6.94,12.8824
hatch,7,12.8235
fighter,6.89,12.7843
expression,6.94,12.7647
manners,5.89135,12.7647
hawk,6.74391,12.7451
swallow,5.17,12.7255
chin,4.22,12.6863
toe,3,12.6863
tub,3.95,12.6863
string,4.94,12.6667
nap,2.53,12.6471
pump,6.06,12.6471
beard,4.84,12.6078
twist,6.46,12.6078
pole,5.63,12.5882
bingo,6.95,12.549
soccer,5.89,12.549
hammer,5.42,12.4706
slap,4.67,12.4706
neat,5.43,12.451
railroad,6.06,12.4314
rear,6.89,12.4314
battery,5.58,12.4118
diner,6.83,12.3922
sailor,6.44,12.3922
toss,4.11,12.3922
inch,5.11,12.3725
tire,6.16,12.3725
bump,4.35,12.3529
lawn,5.45,12.3529
peanut,5,12.3529
purple,3.6,12.3333
item,5.68,12.3137
pan,4.72,12.2941
thirsty,3.89,12.2941
robot,5.35,12.1765
scientist,6.89,12.1765
entry,7,12.1569
helpful,5.44,12.1373
dime,5.74,12.0588
crawl,3.89,12.0392
lemon,4.74,12.0196
clay,5.32,12
tale,6.32,12
log,6.74,11.9608
needle,5.32,11.9216
buffalo,6.70128,11.902
ruby,6.82917,11.902
bacon,5,11.8627
chapter,6.42,11.8431
farmer,4.74,11.8431
rocket,5.63,11.8431
sunshine,4.58,11.8431
frog,4.32,11.8235
pill,6.06,11.8235
thumb,4.42,11.8235
weed,6.79,11.7647
cloud,3.63,11.7451
dining,6.8,11.7255
policeman,4.44,11.7255
boo,3.78126,11.6863
picnic,5.53,11.6863
carpet,6.05,11.6471
beneath,5.66755,11.6275
spoil,6.3,11.6275
sheet,5.33,11.6078
ham,4.1,11.5882
lazy,6.39,11.5882
medal,6.83,11.5686
hockey,5.44,11.5294
manner,6.83,11.5294
eagle,5.83,11.4902
active,6.53,11.451
dish,4.89,11.451
electricity,6.6,11.451
puppy,3.28,11.451
temper,6.22,11.4118
pillow,3.47,11.3922
elephant,4.8,11.3725
alike,6.11515,11.3529
photograph,6.68,11.3529
trailer,6.37,11.3529
applause,6.2,11.2941
potato,4.84,11.2941
announcer,6.85,11.2549
whale,5.47,11.2549
dentist,5.22,11.1961
boot,3.89,11.1373
include,6.47,11.1373
annoying,6.52,11.1176
nest,5.11,11.098
jewelry,6.67,11.0588
reverse,6.89,10.9804
fetch,6.61,10.9608
lick,4.3,10.9608
ouch,2.41717,10.9608
worker,6.67,10.9412
airplane,3.94,10.9216
everyday,5.05,10.8824
clothing,4.22,10.8431
pumpkin,4.78,10.8431
comic,7,10.8235
sixth,5.3585,10.8039
passenger,6.65,10.7647
lip,3.79,10.7451
tool,5.37,10.7451
banana,3.78,10.7255
tissue,4.76,10.7255
bowling,7,10.6863
lamb,4.15,10.6275
wizard,6.26,10.6275
capture,6.39,10.5882
drown,7,10.5882
forty,6.53077,10.5686
adorable,6.94,10.5294
goat,5.21,10.5294
pork,5.63,10.5294
collar,6.56,10.5098
root,5.94,10.4706
blond,6.72,10.451
dice,6.37,10.451
twin,6.06,10.4314
nanny,6.67,10.4118
plug,6.05,10.4118
rug,4.61,10.4118
narrator,6.72,10.3725
bee,5,10.3529
wrist,5.94,10.3333
enormous,6.53,10.3137
sunset,6.06,10.3137
curtain,4.95,10.2941
jeep,6.32,10.2745
naughty,4.9,10.2549
album,6.72,10.2353
burger,5.17,10.2353
happily,5.56098,10.2157
august,5.64624,10.1961
gunshot,6.78,10.1961
brick,6.43,10.1765
leak,5.47,10.1373
worm,3.89,10.1176
bleed,4.28,10.098
glove,4.3,10.098
spider,3.43,10.098
branch,5.11,10.0784
envelope,6.25,10.0588
bucket,5.61,10.0196
overnight,5.06322,10.0196
menu,5.89,9.96078
skirt,5.67,9.96078
deadly,6.11,9.88235
pencil,4.06,9.86275
bounce,6.17,9.84314
confusing,6.95,9.84314
fridge,4.67,9.84314
unfair,5.61,9.84314
shining,7,9.82353
dummy,5.17,9.80392
mummy,5.47,9.80392
explode,7,9.78431
coin,4.17,9.7451
necklace,5,9.7451
seventh,6.95705,9.7451
blank,6.05,9.70588
filling,6.81851,9.68627
grip,6.7,9.68627
ape,5.89,9.66667
bench,4.21,9.66667
punish,6.68,9.66667
spray,5.8,9.64706
porch,5.4,9.62745
daylight,4.94,9.56863
hallway,5.38,9.54902
niece,7,9.52941
smack,5.94,9.5098
sweep,4.2,9.5098
cent,6,9.47059
helmet,5.71,9.47059
fog,6.21,9.45098
shorts,3.95,9.41176
triple,6.78,9.39216
flush,5.17,9.37255
height,5.42,9.33333
volunteer,6.89,9.31373
error,6.21,9.27451
ladder,4.39937,9.2549
arts,5.96595,9.21569
web,5.37,9.21569
ash,6.62668,9.19608
hint,5.95,9.19608
holidays,5.00682,9.13725
snack,2.78,9.13725
popcorn,4.17,9.11765
magical,5.95,9.09804
chew,4.05,9.05882
cart,6.16,9.03922
flame,6.25,9.03922
wax,6,9.03922
kindness,6.26,9.01961
sock,2.94,8.98039
breast,6.6,8.96078
obey,5.44,8.94118
motorcycle,5.05,8.92157
whack,6.16,8.92157
creek,5.89,8.90196
oven,5.67,8.88235
dial,6.68,8.86275
embarrass,6.11,8.82353
fork,3.63,8.82353
lipstick,5.42,8.80392
pepper,5.47,8.80392
cough,4.32,8.78431
november,5.67443,8.76471
stab,6.4,8.76471
visitor,6.37,8.7451
wrestling,6.89,8.7451
deer,5.17,8.70588
flu,6.47,8.70588
balloon,4.37,8.66667
tin,6.79,8.64706
drain,6.26,8.62745
fold,4.95,8.62745
briefcase,6.37,8.58824
sleepy,3.37,8.56863
slice,5.69,8.52941
wee,6.39,8.5098
robe,6.38,8.4902
compete,6.94,8.47059
drum,4.63,8.47059
kiddo,6.61,8.47059
scar,5.68,8.47059
spill,3.84,8.47059
disappoint,7,8.45098
nickel,5.75,8.45098
dizzy,5.5,8.43137
granny,4.22,8.43137
haircut,4.05,8.41176
fry,5.79,8.39216
refrigerator,4.11,8.37255
ceiling,4.75,8.35294
wig,5.63,8.35294
bare,5.78,8.33333
cabinet,6.06,8.33333
cane,5.74,8.33333
doorbell,5.05,8.33333
nearby,6.85048,8.33333
jar,5.44,8.31373
emotion,6.37,8.29412
fur,5.22,8.27451
smash,4.65,8.2549
cape,6.90377,8.23529
shield,6.5,8.19608
sixteen,4.80434,8.19608
strings,5.74,8.19608
autograph,6.89,8.15686
panties,5.75,8.11765
instrument,6.94,8.09804
missy,6.35,8.09804
pony,5.39,8.09804
ski,6.68,8.09804
momma,1.58,8.07843
hose,5.33,8.05882
breeze,6.22,8.03922
rash,5.78,8.03922
stream,6.47,8.03922
tray,6.05,8.03922
ankle,4.89,8.01961
candle,5.37,8.01961
pale,6.95,8.01961
worship,7,8.01961
bubble,3.79,8
dreadful,6.78,8
tuna,5.73,8
grandson,5.89,7.98039
rainbow,4.26,7.98039
chapel,6.95,7.96078
dip,7,7.96078
tricky,5.53,7.96078
tuck,5.79,7.96078
forgiveness,6.68,7.94118
sickness,5.53,7.94118
skill,6.8,7.92157
whisper,4.26,7.90196
auntie,4.74,7.86275
ditch,6.22,7.86275
minus,5.81675,7.86275
arrow,6.07,7.84314
attic,5.15,7.84314
forehead,5.58,7.84314
saddle,6.42,7.82353
bracelet,5.68,7.80392
shiny,4.32,7.80392
hamburger,5.21,7.78431
ox,4.72,7.78431
rack,6.26,7.78431
relative,6.47,7.78431
sausage,6.05,7.78431
soil,6.48,7.78431
addition,5.76347,7.7451
liquid,5.83,7.7451
rider,6.37,7.70588
sunny,6.17,7.66667
importance,6.8,7.64706
magician,5.37,7.64706
sub,6.55,7.64706
zip,5.3,7.62745
hush,4.442,7.60784
recipe,6.95,7.60784
spoon,2.5,7.60784
december,5.00682,7.58824
stove,4.32,7.58824
seed,4.72,7.56863
peanuts,4.72,7.54902
react,6.67,7.54902
trophy,5.55,7.54902
chili,6.61,7.4902
ink,5.16,7.4902
jolly,6.59471,7.4902
umbrella,5.68,7.4902
carriage,5.84,7.47059
float,5.39,7.47059
chess,5.37,7.45098
aisle,5.95,7.43137
bathing,3.84,7.43137
shepherd,6.67,7.43137
anchor,5.72,7.41176
colored,5.95,7.39216
fist,4.58,7.35294
olive,6.68,7.35294
pirate,6.5,7.35294
tide,6.68,7.35294
puzzle,5.11,7.33333
melt,5.47,7.31373
illness,7,7.27451
tick,6.05,7.2549
backyard,3.38,7.23529
jewel,6.22,7.23529
bully,6.05,7.21569
honesty,5,7.21569
scrambled,5.61,7.19608
wooden,5.89,7.19608
cheek,5.06,7.15686
fuss,5.5,7.13725
jaw,5.33,7.13725
calendar,5.89,7.11765
carnival,6.95,7.11765
jelly,4.11,7.11765
weigh,6.62,7.11765
bam,5.5,7.07843
cooler,6.11,7.05882
cord,6,7.01961
length,6.05,7.01961
mule,5.65,7.01961
sting,6.21,7.01961
shelf,5.5,6.96078
moonlight,5.5,6.94118
volume,6.35,6.94118
cleaner,5.76,6.92157
crab,5.28,6.90196
speaker,6.11,6.90196
label,6.1,6.88235
yea,6.31763,6.88235
eighth,6.05121,6.86275
messy,5.05,6.86275
teenage,6.94,6.86275
bean,3.42,6.84314
mug,5.15,6.84314
shovel,6.28,6.84314
swan,6.31763,6.82353
nickname,6.5,6.78431
painter,5.6,6.7451
driveway,5.78,6.72549
preacher,6.11,6.70588
sponge,5,6.70588
january,5.51836,6.68627
scissors,4.5,6.68627
leap,5.53,6.66667
dot,4.33,6.62745
feather,4.67,6.62745
bicycle,4.26,6.60784
jeans,5.26,6.60784
mattress,5.1,6.60784
melody,6.58,6.60784
coal,6.65,6.56863
gown,6.16,6.54902
ninth,5.91266,6.54902
gasoline,6.25,6.52941
beep,5.32,6.5098
choke,6.11,6.47059
granddaughter,4.68,6.47059
cheerleader,6,6.45098
growth,6.7,6.45098
mustard,4.95,6.45098
fart,5.78,6.43137
stew,6.95,6.43137
click,6.94,6.41176
hay,5.32,6.37255
cereal,4.44,6.35294
peach,4.21,6.35294
bake,5.5,6.33333
pond,5.16,6.33333
footsteps,6.45883,6.31373
hairy,5.7,6.31373
tasty,5.4,6.31373
bunk,5.62,6.27451
puke,6.94,6.2549
timer,6.28,6.2549
straw,4.22,6.23529
willow,6.83,6.23529
brat,6.21,6.21569
erase,5.68,6.21569
bedtime,3.95,6.19608
crib,6.05,6.19608
pine,5.53,6.19608
stain,5.24,6.19608
wheelchair,6.89,6.19608
camping,5.33,6.17647
pudding,4.79,6.15686
elbow,4.78,6.13725
den,5.7,6.11765
pinch,5.5,6.11765
stadium,7,6.11765
bathtub,3.22,6.09804
cloth,5.3,6.09804
stack,5.63,6.09804
ketchup,4.3,6.07843
comb,5.5,6.05882
noodles,5.29752,6.05882
sunrise,5.72,6.05882
garlic,6.89,6
brake,5.95,5.98039
steer,6,5.98039
trading,6.4242,5.98039
scent,5.94,5.96078
shade,6.37,5.96078
stereo,5.95,5.96078
boil,6.6,5.94118
ropes,5.21,5.94118
flashlight,5.61,5.92157
spaghetti,4.33,5.92157
stamp,6.33,5.92157
groceries,5.34845,5.90196
handwriting,5.4,5.90196
pigeon,6.21,5.90196
rib,6.3,5.90196
shallow,7,5.90196
skate,5.37,5.90196
stir,5.58,5.90196
tomato,4.61,5.90196
glue,4.67,5.88235
hunger,6.06,5.88235
sloppy,5.89,5.88235
sofa,4.5,5.86275
wander,6.89,5.86275
feature,7,5.84314
poke,4.95,5.84314
fuzzy,5.05,5.82353
muffin,5.11,5.82353
pajamas,3.48287,5.82353
sour,4.89,5.82353
slam,6.94,5.80392
cracker,4.9,5.76471
frightening,6.55,5.76471
vacuum,6.74,5.76471
dam,6.58,5.7451
glow,6.28,5.7451
hooray,5.94464,5.7451
orphan,6.94,5.7451
roller,6.65,5.7451
wheat,6.53,5.7451
sticky,4.06,5.72549
flood,6.58,5.70588
handful,6.42,5.70588
vegetable,4.17,5.70588
clip,6.61,5.68627
crooked,6.33,5.68627
tease,5.11,5.68627
toad,6.11,5.68627
craft,5.83,5.66667
scoop,5.14,5.66667
shack,6.15,5.64706
fireworks,4.95353,5.62745
fade,6.95,5.60784
owl,6.21,5.60784
sleeve,4.94,5.60784
difficulty,6.83,5.58824
poop,4,5.58824
dove,6.63,5.56863
vest,5.83,5.56863
dusty,4.74,5.54902
gorilla,5.74,5.54902
burglar,7,5.52941
cola,4.33,5.52941
heavenly,6.22,5.52941
moose,5.22,5.52941
strawberry,4.21,5.52941
bloom,6.84,5.5098
butterfly,3.67,5.5098
lemonade,5.06,5.5098
bark,5.17,5.4902
grocery,5.72,5.4902
sew,6.05,5.4902
slot,6.85,5.4902
barber,6.68,5.47059
puppet,5,5.47059
scouts,6.4079,5.47059
sidewalk,4.28,5.47059
squirrel,4.44,5.47059
reader,5.37,5.45098
mint,5.94,5.43137
sixty,5.74215,5.43137
leopard,6.84,5.41176
pause,6.75,5.39216
bin,4.68,5.37255
thankful,5.5,5.37255
ant,4.32,5.35294
donkey,6,5.35294
peel,6.05,5.35294
blouse,6.65,5.33333
graveyard,6.06,5.33333
kneel,6.95,5.33333
peek,5.79,5.33333
vomit,5.68,5.33333
choir,6.53,5.31373
spice,6.78,5.29412
gravy,6,5.27451
pains,6.53077,5.27451
greet,6.47,5.2549
marker,4.89,5.23529
globe,6.5,5.21569
goofy,4.83,5.21569
allowance,6.95,5.19608
leaf,4.6,5.19608
buyer,6.94,5.17647
untie,4.84,5.17647
caution,6.22,5.15686
freezer,4.63,5.15686
strap,5.61,5.15686
waist,6.42,5.13725
drip,5.89,5.11765
hog,5.7,5.11765
peacock,5.76347,5.11765
skeleton,6.68,5.11765
whistling,6.31763,5.11765
fatty,6.37,5.09804
playground,4.28,5.09804
sip,4.26,5.09804
syrup,5.42,5.09804
thorn,5.96595,5.09804
blink,5.63,5.05882
jingle,5.21,5.05882
ribbon,5.25,5.05882
buckle,6.42,5.03922
hound,5.74,5.03922
noisy,5.33,5.03922
camel,5.11,5.01961
cocoa,6.84,5.01961
reflection,5.5,5.01961
spelling,5.86,5.01961
flavor,6.3,5
supermarket,4.53,5
toothbrush,4.33,5
birdie,6.56,4.96078
runner,5,4.96078
slug,6,4.96078
lid,5.95,4.92157
maker,6.94,4.92157
childish,6.33,4.90196
axe,6.11,4.88235
embarrassment,6.28,4.84314
lizard,5.42,4.84314
beaver,5.21,4.82353
hum,5.79544,4.82353
assembly,6.94,4.80392
fabric,6.68,4.80392
frost,5.2093,4.80392
tickle,4.35,4.80392
pussycat,5.76,4.78431
rag,5.22,4.78431
sadness,5,4.78431
banker,6.89,4.76471
broom,5.5,4.76471
confuse,6.33,4.76471
elementary,6.11,4.7451
clap,3.4,4.72549
kitten,3.64,4.72549
spooky,6,4.72549
robber,5.74,4.68627
scarf,5.68,4.68627
babysitter,5.86,4.62745
quack,5.25193,4.62745
sunlight,5,4.62745
notebook,6.37,4.60784
pickle,6.05,4.60784
cement,6.89,4.58824
coconut,6.5,4.58824
joker,6.55,4.56863
microphone,6.25,4.54902
dryer,6.16,4.52941
loaf,6.84,4.47059
yummy,3.42,4.47059
classroom,5.63,4.45098
crow,5.74,4.45098
grill,6.53,4.45098
puff,6.44,4.45098
warmth,6.26,4.45098
sweaty,5.94,4.43137
doggy,3.68,4.41176
hump,6.11,4.41176
piggy,4.67,4.41176
rhyme,5.47,4.41176
slippery,6.72,4.41176
mash,6.95,4.39216
claw,4.7,4.37255
squash,6.94,4.37255
caller,6.78,4.35294
imaginary,6.47,4.35294
ax,6.31763,4.33333
comics,5.89,4.33333
fisherman,5.16,4.33333
chilly,6.39,4.31373
organize,6.33,4.31373
container,6.5,4.29412
juicy,4.84,4.29412
leash,5.79,4.29412
pastor,6.79,4.29412
diaper,3.4,4.27451
drawers,6.05121,4.27451
melon,4.21,4.27451
triangle,4.9,4.27451
trim,6.95,4.27451
leaning,6.47749,4.2549
onion,6.05,4.23529
pasta,5.78,4.23529
sneaky,6.58,4.23529
stepmother,6.33,4.23529
apartments,6.56,4.21569
doughnut,5.42,4.21569
infant,6.42,4.21569
shampoo,5.39,4.21569
splash,3.67,4.21569
gardener,6.5,4.19608
chimney,6.58,4.17647
dork,6.58,4.17647
itch,5.05,4.17647
batch,6.74,4.15686
mailbox,6.11,4.15686
tenth,5.41179,4.15686
mop,5.11,4.13725
postcard,6.74,4.13725
smelly,4.32,4.13725
scrape,6.21,4.11765
trumpet,6.28,4.11765
curb,6.81,4.09804
nursery,6.95,4.05882
domino,6.17,4.01961
roar,4.79,4.01961
errand,6.94,4
grape,3.94,4
dinosaur,4.91,3.98039
nod,5.62,3.98039
vanilla,4.8,3.98039
astronaut,6.28,3.96078
nana,4.29,3.96078
pancake,4.26,3.96078
buzzer,5.72,3.94118
rascal,6.89,3.94118
sunglasses,5.56,3.94118
bookstore,6.45,3.92157
bulb,6.56,3.92157
detailed,7,3.92157
dislike,5.42,3.92157
greasy,6.39,3.90196
pea,3.95,3.90196
sewing,6.11,3.88235
toaster,6.72,3.88235
rooster,6.41,3.86275
carrot,2.74,3.82353
hare,6.78,3.82353
kindergarten,4.38,3.82353
payback,6.72,3.82353
rainy,4,3.80392
autumn,6,3.78431
daytime,5.1,3.78431
elf,4.32,3.78431
moustache,5.4,3.78431
cartoon,3.11,3.76471
biscuit,4.63,3.7451
paddle,6.58,3.7451
thigh,6.42,3.7451
bumpy,5.11,3.72549
gigantic,6.64,3.72549
stockings,5.44013,3.72549
swimmer,5.11,3.72549
thirst,6.06,3.72549
tractor,5.5,3.72549
lace,6.44,3.70588
knot,6.05,3.68627
mashed,5.61,3.68627
pilgrim,6.26,3.68627
scalp,6.68,3.68627
spaceship,4.67,3.68627
drummer,6.05,3.66667
backpack,5.38,3.64706
redhead,5.79,3.64706
coyote,6.68,3.62745
fluffy,5.95,3.62745
fudge,5.78,3.62745
stuffy,6.84,3.62745
blossom,6.61,3.60784
napkin,4.79,3.60784
chalk,4.47,3.58824
lasagna,5,3.58824
canoe,6.63,3.56863
dresser,4.28,3.56863
stinky,4.53,3.56863
goody,7,3.54902
lump,5.89,3.54902
mist,6.95,3.54902
sniff,6.16,3.54902
vitamins,6.22453,3.54902
brownie,4.8,3.52941
countdown,6.26,3.52941
crunch,5.63,3.5098
foam,6.15,3.5098
stool,6.21,3.5098
alligator,4.78,3.4902
berry,5.2093,3.4902
genie,6.67,3.4902
mat,4.62,3.4902
recess,6.33,3.4902
tummy,3.72,3.47059
knuckles,5.34845,3.45098
lava,6.44,3.45098
schoolteacher,4.06,3.45098
soak,6.53,3.45098
wrestle,5,3.45098
believer,6.56,3.41176
cockroach,6.25,3.41176
kisser,6.88,3.41176
plum,5.5,3.41176
sundown,6.11,3.41176
lettuce,4.28,3.39216
savior,6.68,3.39216
spank,4.22,3.39216
doorstep,6.11,3.37255
rattle,4.5,3.37255
reindeer,3.58,3.37255
cranky,6.21,3.35294
crummy,6.39,3.35294
wallpaper,6.55,3.35294
poisonous,4.89,3.33333
superhero,5.4,3.33333
volcano,6.74,3.33333
oatmeal,4.5,3.31373
spicy,5.06,3.31373
lime,6.61,3.29412
toots,5.67,3.29412
cashier,6.74,3.27451
cupcake,4.11,3.27451
parrot,5.58,3.27451
sleigh,6,3.27451
sweetness,6.89,3.27451
ashtray,5.95,3.2549
crust,5.95,3.2549
lotion,5.83,3.2549
macaroni,5.15,3.2549
